0,1,2,3,4,5,6,7,8,9,10,11,0
32.0,1.0,38.5,52.5,7.7,22.1,7.5,6.93,3.23,106.0,12.1,69.0,0
32.0,1.0,38.5,70.3,18.0,24.7,3.9,11.17,4.8,74.0,15.6,76.5,0
32.0,1.0,46.9,74.7,36.2,52.6,6.1,8.84,5.2,86.0,33.2,79.3,0
32.0,1.0,39.2,74.1,32.6,24.8,9.6,9.15,4.32,76.0,29.9,68.7,0
32.0,1.0,41.6,43.3,18.5,19.7,12.3,9.92,6.05,111.0,91.0,74.0,0
32.0,1.0,46.3,41.3,17.5,17.8,8.5,7.01,4.79,70.0,16.9,74.5,0
32.0,1.0,42.2,41.9,35.8,31.1,16.1,5.82,4.6,109.0,21.5,67.1,0
32.0,1.0,50.9,65.5,23.2,21.2,6.9,8.69,4.1,83.0,13.7,71.3,0
32.0,1.0,42.4,86.3,20.3,20.0,35.2,5.46,4.45,81.0,15.9,69.9,0
32.0,1.0,44.3,52.3,21.7,22.4,17.2,4.15,3.57,78.0,24.1,75.4,0
33.0,1.0,46.4,68.2,10.3,20.0,5.7,7.36,4.3,79.0,18.7,68.6,0
33.0,1.0,36.3,78.6,23.6,22.0,7.0,8.56,5.38,78.0,19.4,68.7,0
33.0,1.0,39.0,51.7,15.9,24.0,6.8,6.46,3.38,65.0,7.0,70.4,0
33.0,1.0,38.7,39.8,22.5,23.0,4.1,4.63,4.97,63.0,15.2,71.9,0
33.0,1.0,40.9,73.0,17.2,22.9,10.0,6.98,5.22,90.0,14.7,72.4,0
33.0,1.0,45.2,88.3,32.4,31.2,10.1,9.78,5.51,102.0,48.5,76.5,0
33.0,1.0,36.6,57.1,38.9,40.3,24.9,9.62,5.5,112.0,27.6,69.3,0
33.0,1.0,42.0,63.1,32.6,34.9,11.2,7.01,4.05,105.0,19.1,68.1,0
33.0,1.0,44.3,49.8,32.1,21.6,13.1,7.44,5.59,103.0,30.2,74.0,0
33.0,1.0,46.7,88.3,23.4,23.9,7.8,9.42,4.62,78.0,29.5,74.3,0
34.0,1.0,42.7,65.3,46.7,30.3,23.4,10.95,5.06,75.0,99.6,69.1,0
34.0,1.0,44.8,77.7,36.9,31.0,19.5,10.51,5.59,80.0,23.7,78.9,0
34.0,1.0,42.6,27.0,21.4,21.7,7.2,8.15,6.79,85.0,13.9,67.7,0
34.0,1.0,29.0,41.6,29.1,16.1,4.8,6.82,4.03,62.0,14.5,53.2,0
34.0,1.0,44.6,84.1,19.6,29.8,5.8,7.6,5.07,95.0,9.9,71.9,0
34.0,1.0,46.8,61.7,24.5,24.2,23.1,10.99,4.6,83.0,23.8,73.1,0
34.0,1.0,41.8,75.8,30.9,35.5,6.1,9.97,5.94,89.0,48.5,71.3,0
34.0,1.0,46.1,70.6,35.8,30.0,7.6,7.7,4.2,93.0,14.3,78.7,0
34.0,1.0,43.6,58.9,47.1,31.1,18.5,9.14,4.99,95.0,22.2,69.3,0
35.0,1.0,37.5,69.8,37.1,25.0,7.8,11.66,5.73,84.0,27.3,71.0,0
35.0,1.0,42.1,68.3,37.2,56.2,11.1,9.3,4.63,99.0,16.8,73.6,0
35.0,1.0,44.7,79.3,53.5,30.8,9.7,11.39,7.04,88.0,77.3,77.1,0
35.0,1.0,41.5,115.1,24.1,30.4,5.7,9.41,4.33,81.0,22.2,71.3,0
35.0,1.0,48.7,72.7,24.1,31.0,45.1,9.4,3.8,90.0,20.0,75.8,0
35.0,1.0,47.3,92.2,30.7,25.7,6.6,11.58,5.9,82.0,36.9,77.8,0
35.0,1.0,44.5,70.3,26.2,25.1,5.1,10.12,4.69,82.0,20.7,67.2,0
35.0,1.0,47.4,54.5,18.6,21.6,10.3,8.1,6.23,66.0,28.1,74.0,0
35.0,1.0,51.0,82.7,29.3,26.8,8.7,12.32,5.44,89.0,25.0,77.3,0
35.0,1.0,27.8,99.0,30.7,27.8,9.4,6.8,4.27,65.0,40.5,80.7,0
36.0,1.0,46.1,58.5,26.8,25.3,6.0,6.61,5.07,71.0,10.5,79.6,0
36.0,1.0,45.5,57.6,22.5,19.5,7.5,5.28,4.06,88.0,62.5,71.6,0
36.0,1.0,45.9,58.8,29.7,27.7,11.7,5.6,4.89,93.0,23.1,70.8,0
36.0,1.0,48.7,65.0,11.5,18.0,7.4,8.02,7.35,69.0,14.2,73.4,0
36.0,1.0,53.0,66.4,40.8,23.2,7.5,8.73,5.81,75.0,36.1,77.3,0
36.0,1.0,47.8,89.0,48.5,38.4,8.6,8.26,5.62,96.0,21.9,76.2,0
36.0,1.0,42.6,65.3,35.8,27.1,15.7,10.66,4.38,96.0,34.7,71.0,0
36.0,1.0,42.4,47.3,23.0,25.5,6.1,9.46,5.29,79.0,17.5,73.8,0
36.0,1.0,48.9,82.8,16.9,24.4,8.9,8.91,5.1,97.0,14.8,79.9,0
37.0,1.0,31.4,106.0,16.6,17.0,2.4,5.95,5.3,68.0,22.9,72.3,0
37.0,1.0,42.9,70.7,16.3,24.1,15.7,9.03,6.8,93.0,70.1,73.4,0
37.0,1.0,44.0,57.4,26.1,24.6,9.7,10.41,6.17,83.0,38.9,76.5,0
37.0,1.0,41.5,64.6,23.7,29.9,9.3,5.49,3.97,100.0,10.4,69.3,0
37.0,1.0,47.9,68.8,40.3,46.9,6.0,9.76,6.42,81.0,22.7,80.6,0
37.0,1.0,44.8,94.3,32.2,36.7,6.3,9.76,4.12,113.0,23.8,72.5,0
37.0,1.0,51.2,84.5,18.8,24.7,9.9,8.62,6.59,94.0,25.3,76.3,0
37.0,1.0,41.9,77.5,24.9,25.8,4.1,8.7,4.36,84.0,16.0,71.5,0
37.0,1.0,50.4,48.5,19.4,27.5,11.6,5.78,4.93,90.0,27.8,75.0,0
37.0,1.0,42.9,61.8,96.1,44.1,9.6,7.82,5.1,82.0,32.3,69.3,0
37.0,1.0,40.8,118.9,17.2,19.2,3.2,9.17,4.26,88.0,13.5,72.0,0
37.0,1.0,46.4,53.3,20.2,24.9,8.7,8.63,5.9,86.0,23.3,78.9,0
37.0,1.0,48.7,62.3,21.0,21.1,41.9,9.71,4.02,84.0,16.0,75.1,0
38.0,1.0,48.1,63.2,11.7,14.7,5.1,8.83,3.87,85.0,9.5,73.1,0
38.0,1.0,45.5,50.2,16.3,22.8,10.9,8.73,5.88,103.0,13.8,76.1,0
38.0,1.0,44.7,69.4,47.4,35.1,16.7,6.9,4.14,67.0,17.3,70.1,0
38.0,1.0,42.0,42.7,34.8,42.2,3.3,6.1,4.74,96.0,14.6,66.7,0
38.0,1.0,40.5,61.7,18.6,24.7,6.7,8.47,6.05,89.0,19.6,75.6,0
39.0,1.0,45.1,63.9,26.0,21.3,9.3,8.57,5.24,79.0,29.4,71.2,0
39.0,1.0,47.0,66.5,24.8,29.1,10.5,10.04,6.26,73.0,49.8,78.4,0
39.0,1.0,36.6,71.3,28.9,25.9,6.1,5.7,4.66,77.0,22.6,66.3,0
39.0,1.0,36.0,36.5,21.5,25.7,3.3,8.43,4.85,93.0,23.1,70.5,0
39.0,1.0,45.7,73.4,45.5,33.8,5.0,9.07,4.41,82.0,20.6,78.9,0
39.0,1.0,37.5,80.2,32.6,25.3,2.7,9.3,6.85,72.0,27.5,73.1,0
39.0,1.0,46.4,102.9,44.4,26.2,4.1,9.29,8.89,103.0,64.0,72.2,0
39.0,1.0,45.8,62.5,20.7,22.8,45.5,8.61,4.78,77.0,15.9,75.5,0
39.0,1.0,46.1,77.1,34.9,37.6,4.1,13.86,8.11,94.0,76.9,71.1,0
40.0,1.0,47.8,68.0,17.5,22.3,7.7,9.94,6.09,88.0,23.3,73.9,0
40.0,1.0,45.0,74.2,20.9,29.1,12.0,9.1,6.29,92.0,24.1,74.1,0
40.0,1.0,39.1,66.5,33.3,32.9,14.8,7.87,4.91,88.0,18.5,68.8,0
40.0,1.0,45.1,63.4,39.6,31.4,19.7,11.31,4.74,91.0,18.2,81.1,0
40.0,1.0,46.9,61.8,27.4,43.0,7.0,7.26,5.09,98.0,14.2,75.3,0
41.0,1.0,45.1,86.8,24.0,23.9,10.6,7.84,6.23,72.0,35.3,75.1,0
41.0,1.0,38.5,63.9,34.3,43.4,9.6,6.8,4.13,90.0,11.4,64.1,0
41.0,1.0,42.3,55.9,19.6,18.9,10.9,7.15,3.29,86.0,24.5,76.1,0
41.0,1.0,46.9,69.0,19.7,27.3,6.1,6.39,4.55,72.0,21.6,71.3,0
41.0,1.0,53.3,79.0,29.5,28.5,14.1,7.96,5.9,87.0,33.8,83.4,0
41.0,1.0,44.7,74.9,25.2,20.2,6.3,10.34,4.23,74.0,23.7,72.1,0
41.0,1.0,37.4,75.1,28.0,25.7,4.1,10.62,5.57,83.0,18.6,71.9,0
42.0,1.0,44.1,46.8,23.8,19.4,7.0,10.83,6.28,95.0,19.7,73.0,0
42.0,1.0,37.8,78.6,51.4,31.8,10.1,9.66,6.15,85.0,15.1,70.8,0
42.0,1.0,46.3,71.4,30.3,22.5,26.9,7.95,7.3,88.0,21.8,71.8,0
42.0,1.0,46.4,43.7,18.7,24.3,6.3,6.59,4.78,93.0,10.1,73.1,0
42.0,1.0,38.1,88.7,46.7,37.0,12.5,7.26,6.76,54.0,18.4,72.1,0
42.0,1.0,37.8,83.7,25.3,20.0,18.6,7.52,5.07,108.0,17.4,64.1,0
43.0,1.0,37.0,82.0,25.3,26.2,5.4,8.42,4.96,79.0,15.9,68.4,0
43.0,1.0,39.7,126.0,21.9,28.9,16.2,8.48,5.3,114.0,21.4,80.3,0
43.0,1.0,54.4,99.3,40.2,29.5,6.1,8.84,5.92,95.0,22.3,79.3,0
43.0,1.0,36.3,67.3,28.7,27.9,5.5,8.55,5.27,97.0,17.1,74.2,0
43.0,1.0,42.9,50.7,26.4,22.0,6.4,10.2,4.72,81.0,15.2,71.8,0
43.0,1.0,41.5,75.6,15.3,21.2,5.2,7.36,4.71,84.0,12.9,72.2,0
43.0,1.0,42.8,76.9,57.7,33.0,11.3,9.63,9.43,72.0,23.3,72.9,0
43.0,1.0,41.2,59.4,34.3,24.2,4.1,9.64,4.93,84.0,20.8,74.5,0
44.0,1.0,44.4,84.9,28.0,26.1,33.9,10.28,4.68,84.0,14.1,76.9,0
44.0,1.0,38.4,110.8,17.2,30.7,4.6,9.51,5.12,74.0,25.2,73.6,0
44.0,1.0,44.5,93.6,27.5,25.5,5.4,7.79,4.59,108.0,16.7,76.8,0
44.0,1.0,37.4,105.7,16.2,21.3,5.2,8.69,6.02,67.0,14.0,70.9,0
44.0,1.0,35.5,81.7,27.5,29.5,6.4,8.81,6.65,83.0,24.1,68.0,0
44.0,1.0,44.0,84.3,47.4,31.3,4.1,10.28,5.42,105.0,34.2,75.3,0
44.0,1.0,48.6,73.5,49.6,32.5,22.6,11.24,6.68,95.0,32.2,74.0,0
44.0,1.0,40.8,71.6,17.2,21.0,3.5,7.38,4.46,88.0,11.4,63.4,0
44.0,1.0,47.3,43.9,16.2,19.3,4.7,10.02,5.85,100.0,14.9,71.2,0
44.0,1.0,44.6,53.9,28.4,23.8,8.8,9.47,4.87,94.0,21.3,69.2,0
45.0,1.0,46.5,77.8,52.9,34.0,12.1,9.82,5.58,101.0,34.9,76.2,0
45.0,1.0,36.2,102.6,70.8,40.3,14.5,8.69,5.98,94.0,80.6,66.6,0
45.0,1.0,43.2,68.2,27.8,42.3,6.6,10.93,6.61,105.0,27.2,74.5,0
45.0,1.0,40.3,64.4,18.8,27.2,5.2,6.71,4.25,74.0,19.7,67.2,0
45.0,1.0,44.3,71.5,15.9,16.3,7.3,8.0,5.35,83.0,19.8,71.3,0
45.0,1.0,45.7,75.4,41.4,28.6,7.7,10.88,6.25,99.0,85.4,78.8,0
46.0,1.0,42.6,61.6,18.6,21.4,10.2,7.0,6.13,89.0,19.9,73.7,0
46.0,1.0,35.7,49.2,22.7,23.0,17.4,8.51,5.85,87.0,13.4,62.1,0
46.0,1.0,39.7,40.3,14.6,22.3,5.3,6.3,4.66,71.0,11.7,67.2,0
46.0,1.0,37.9,79.9,17.7,20.1,12.7,10.1,5.38,72.0,12.7,67.7,0
46.0,1.0,41.8,65.6,30.5,28.2,6.1,10.68,4.72,82.0,24.8,65.0,0
46.0,1.0,47.7,51.6,19.7,21.8,6.3,7.25,5.19,84.0,20.9,75.2,0
46.0,1.0,44.8,98.0,41.0,30.6,4.0,10.92,7.42,91.0,28.8,79.8,0
46.0,1.0,49.1,60.0,19.5,20.5,3.1,7.81,5.02,102.0,20.8,70.2,0
46.0,1.0,43.0,41.0,15.1,20.7,5.1,7.87,5.35,84.0,15.4,73.2,0
46.0,1.0,45.9,80.1,67.5,36.7,2.9,8.73,4.68,113.0,50.1,68.8,0
46.0,1.0,49.7,48.2,11.5,17.6,11.2,6.74,3.71,106.0,10.6,75.2,0
46.0,1.0,37.3,91.6,33.4,35.9,2.6,9.74,6.73,78.0,64.2,69.9,0
46.0,1.0,51.8,82.6,37.3,29.1,13.4,9.97,7.4,90.0,30.1,80.3,0
47.0,1.0,44.7,59.3,27.8,30.5,6.9,7.37,5.1,101.0,21.1,77.2,0
47.0,1.0,41.6,61.0,31.5,25.6,7.3,8.59,5.66,69.0,39.1,72.9,0
47.0,1.0,49.5,75.2,29.6,29.0,7.3,10.67,5.96,75.0,34.9,72.4,0
47.0,1.0,40.8,42.8,39.0,31.7,23.5,6.44,4.86,96.0,27.8,66.4,0
47.0,1.0,48.0,66.5,17.5,23.2,9.9,7.09,5.06,81.0,14.9,68.1,0
47.0,1.0,42.1,81.6,26.4,26.4,5.5,10.5,5.95,97.0,35.3,77.5,0
47.0,1.0,42.2,52.9,20.7,27.1,13.9,10.15,5.15,79.0,28.8,69.5,0
47.0,1.0,46.2,63.0,7.0,17.4,6.5,7.06,5.23,60.0,26.6,75.4,0
47.0,1.0,45.3,51.6,18.4,16.9,7.1,8.96,4.29,74.0,15.7,69.1,0
47.0,1.0,36.7,44.8,29.3,23.5,6.9,7.38,4.44,87.0,24.4,68.3,0
